Repository,Component Type,Ecosystem,Name,Version,Dependency Scope,Relationship,License,PURL or Reference,Metadata Source,Notes
workspace,library,npm,@oxlint/binding-linux-arm-gnueabihf,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-linux-arm-gnueabihf@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-arm-musleabihf,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-linux-arm-musleabihf@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-arm64-gnu,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-linux-arm64-gnu@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-arm64-musl,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-linux-arm64-musl@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-ppc64-gnu,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-linux-ppc64-gnu@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-riscv64-gnu,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-linux-riscv64-gnu@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-riscv64-musl,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-linux-riscv64-musl@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-s390x-gnu,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-linux-s390x-gnu@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-x64-gnu,1.79.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40oxlint/binding-linux-x64-gnu@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-linux-x64-musl,1.79.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40oxlint/binding-linux-x64-musl@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-openharmony-arm64,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-openharmony-arm64@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-win32-arm64-msvc,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-win32-arm64-msvc@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-win32-ia32-msvc,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-win32-ia32-msvc@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oxlint/binding-win32-x64-msvc,1.79.0,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40oxlint/binding-win32-x64-msvc@1.79.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@paralleldrive/cuid2,2.3.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40paralleldrive/cuid2@2.3.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@pinojs/redact,0.4.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40pinojs/redact@0.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@prisma/config,6.19.2,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40prisma/config@6.19.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@prisma/debug,6.19.2,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40prisma/debug@6.19.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@prisma/engines,6.19.2,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40prisma/engines@6.19.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@prisma/engines-version,7.1.1-3.c2990dca591cba766e3b7ef5d9e8a84796e47ab7,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40prisma/engines-version@7.1.1-3.c2990dca591cba766e3b7ef5d9e8a84796e47ab7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@prisma/fetch-engine,6.19.2,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40prisma/fetch-engine@6.19.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@prisma/get-platform,6.19.2,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40prisma/get-platform@6.19.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-android-arm64,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-android-arm64@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-darwin-arm64,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-darwin-arm64@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-darwin-x64,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-darwin-x64@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-freebsd-x64,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-freebsd-x64@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-linux-arm-gnueabihf,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-linux-arm-gnueabihf@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-linux-arm64-gnu,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-linux-arm64-gnu@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-linux-arm64-musl,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-linux-arm64-musl@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-linux-ppc64-gnu,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-linux-ppc64-gnu@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-linux-s390x-gnu,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-linux-s390x-gnu@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-linux-x64-gnu,1.0.0-rc.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40rolldown/binding-linux-x64-gnu@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-linux-x64-musl,1.0.0-rc.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40rolldown/binding-linux-x64-musl@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-openharmony-arm64,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-openharmony-arm64@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-wasm32-wasi,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-wasm32-wasi@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-win32-arm64-msvc,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-win32-arm64-msvc@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/binding-win32-x64-msvc,1.0.0-rc.9,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40rolldown/binding-win32-x64-msvc@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/pluginutils,1.0.0-rc.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40rolldown/pluginutils@1.0.0-rc.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@sec-ant/readable-stream,0.4.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40sec-ant/readable-stream@0.4.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@sinclair/typebox,0.34.41,runtime,direct runtime dependency,MIT,pkg:npm/%40sinclair/typebox@0.34.41,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@sindresorhus/merge-streams,4.0.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40sindresorhus/merge-streams@4.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@standard-schema/spec,1.0.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40standard-schema/spec@1.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@tybys/wasm-util,0.10.1,runtime,transitive runtime dependency,NOASSERTION,pkg:npm/%40tybys/wasm-util@0.10.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@types/jsonwebtoken,9.0.10,runtime,direct runtime dependency,MIT,pkg:npm/%40types/jsonwebtoken@9.0.10,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@types/ms,2.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40types/ms@2.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@types/node,25.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40types/node@25.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@types/pg,8.16.0,runtime,direct runtime dependency,MIT,pkg:npm/%40types/pg@8.16.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@types/pino,7.0.5,runtime,direct runtime dependency,MIT,pkg:npm/%40types/pino@7.0.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@zenstackhq/cli,3.3.3,runtime,direct runtime dependency,MIT,pkg:npm/%40zenstackhq/cli@3.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@zenstackhq/common-helpers,3.3.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40zenstackhq/common-helpers@3.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@zenstackhq/language,3.3.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40zenstackhq/language@3.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@zenstackhq/orm,3.3.3,runtime,direct runtime dependency,MIT,pkg:npm/%40zenstackhq/orm@3.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@zenstackhq/schema,3.3.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40zenstackhq/schema@3.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@zenstackhq/sdk,3.3.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40zenstackhq/sdk@3.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@zenstackhq/server,3.3.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40zenstackhq/server@3.3.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,abstract-logging,2.0.1,runtime,transitive runtime dependency,MIT,pkg:npm/abstract-logging@2.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,accepts,2.0.0,runtime,transitive runtime dependency,MIT,pkg:npm/accepts@2.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,acorn,8.15.0,runtime,transitive runtime dependency,MIT,pkg:npm/acorn@8.15.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,acorn-import-attributes,1.9.5,runtime,transitive runtime dependency,MIT,pkg:npm/acorn-import-attributes@1.9.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,agent-base,6.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/agent-base@6.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,ajv,8.17.1,runtime,transitive runtime dependency,MIT,pkg:npm/ajv@8.17.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,ajv-formats,3.0.1,runtime,transitive runtime dependency,MIT,pkg:npm/ajv-formats@3.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,ansi-regex,6.2.2,runtime,transitive runtime dependency,MIT,pkg:npm/ansi-regex@6.2.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,ansi-regex,5.0.1,runtime,transitive runtime dependency,MIT,pkg:npm/ansi-regex@5.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,ansi-styles,4.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/ansi-styles@4.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,ansi-styles,6.2.3,runtime,transitive runtime dependency,MIT,pkg:npm/ansi-styles@6.2.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,anymatch,3.1.3,runtime,transitive runtime dependency,ISC,pkg:npm/anymatch@3.1.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,array-union,2.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/array-union@2.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,async,3.2.6,runtime,transitive runtime dependency,MIT,pkg:npm/async@3.2.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,atomic-sleep,1.0.0,runtime,transitive runtime dependency,MIT,pkg:npm/atomic-sleep@1.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,avvio,9.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/avvio@9.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,aws-ssl-profiles,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/aws-ssl-profiles@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,balanced-match,1.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/balanced-match@1.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,balanced-match,4.0.4,runtime,transitive runtime dependency,MIT,pkg:npm/balanced-match@4.0.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,base64-js,1.5.1,runtime,transitive runtime dependency,MIT,pkg:npm/base64-js@1.5.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,better-auth,1.4.7,runtime,direct runtime dependency,MIT,pkg:npm/better-auth@1.4.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,better-call,1.1.5,runtime,transitive runtime dependency,MIT,pkg:npm/better-call@1.1.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,better-sqlite3,12.6.2,runtime,transitive runtime dependency,MIT,pkg:npm/better-sqlite3@12.6.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,binary-extensions,2.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/binary-extensions@2.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,bindings,1.5.0,runtime,transitive runtime dependency,MIT,pkg:npm/bindings@1.5.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,bl,4.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/bl@4.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,body-parser,2.2.2,runtime,transitive runtime dependency,MIT,pkg:npm/body-parser@2.2.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,brace-expansion,2.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/brace-expansion@2.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,brace-expansion,5.0.4,runtime,transitive runtime dependency,MIT,pkg:npm/brace-expansion@5.0.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,braces,3.0.3,runtime,transitive runtime dependency,MIT,pkg:npm/braces@3.0.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,buffer,5.7.1,runtime,transitive runtime dependency,MIT,pkg:npm/buffer@5.7.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,buffer-equal-constant-time,1.0.1,runtime,transitive runtime dependency,BSD-3-Clause,pkg:npm/buffer-equal-constant-time@1.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,bullmq,5.66.0,runtime,direct runtime dependency,MIT,pkg:npm/bullmq@5.66.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,bytes,3.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/bytes@3.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,c12,3.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/c12@3.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,call-bind,1.0.8,runtime,transitive runtime dependency,MIT,pkg:npm/call-bind@1.0.8,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,call-bind-apply-helpers,1.0.2,runtime,transitive runtime dependency,MIT,pkg:npm/call-bind-apply-helpers@1.0.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,call-bound,1.0.4,runtime,transitive runtime dependency,MIT,pkg:npm/call-bound@1.0.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,chalk,4.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/chalk@4.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,chevrotain,11.0.3,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/chevrotain@11.0.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,chevrotain-allstar,0.3.1,runtime,transitive runtime dependency,MIT,pkg:npm/chevrotain-allstar@0.3.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,chokidar,5.0.0,runtime,direct runtime dependency,MIT,pkg:npm/chokidar@5.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,chokidar,3.6.0,runtime,transitive runtime dependency,MIT,pkg:npm/chokidar@3.6.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,chokidar,4.0.3,runtime,transitive runtime dependency,MIT,pkg:npm/chokidar@4.0.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,chownr,1.1.4,runtime,transitive runtime dependency,ISC,pkg:npm/chownr@1.1.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,citty,0.1.6,runtime,transitive runtime dependency,MIT,pkg:npm/citty@0.1.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,citty,0.2.1,runtime,transitive runtime dependency,MIT,pkg:npm/citty@0.2.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,cjs-module-lexer,1.4.3,runtime,transitive runtime dependency,MIT,pkg:npm/cjs-module-lexer@1.4.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,cli-cursor,3.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/cli-cursor@3.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,cli-spinners,2.9.2,runtime,transitive runtime dependency,MIT,pkg:npm/cli-spinners@2.9.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,clone,1.0.4,runtime,transitive runtime dependency,MIT,pkg:npm/clone@1.0.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,cluster-key-slot,1.1.2,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/cluster-key-slot@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,color-convert,2.0.1,runtime,transitive runtime dependency,MIT,pkg:npm/color-convert@2.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,color-name,1.1.4,runtime,transitive runtime dependency,MIT,pkg:npm/color-name@1.1.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,colorette,2.0.20,runtime,transitive runtime dependency,MIT,pkg:npm/colorette@2.0.20,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,colors,1.4.0,runtime,transitive runtime dependency,MIT,pkg:npm/colors@1.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,commander,8.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/commander@8.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,confbox,0.2.4,runtime,transitive runtime dependency,MIT,pkg:npm/confbox@0.2.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,consola,3.4.2,runtime,transitive runtime dependency,MIT,pkg:npm/consola@3.4.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,content-disposition,0.5.4,runtime,transitive runtime dependency,MIT,pkg:npm/content-disposition@0.5.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,content-disposition,1.0.1,runtime,transitive runtime dependency,MIT,pkg:npm/content-disposition@1.0.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,content-type,1.0.5,runtime,transitive runtime dependency,MIT,pkg:npm/content-type@1.0.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,cookie,1.1.1,runtime,transitive runtime dependency,MIT,pkg:npm/cookie@1.1.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,cookie,0.7.2,runtime,transitive runtime dependency,MIT,pkg:npm/cookie@0.7.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
